Код;Номер будинку;ВулицяКод;БалансоутримувачКод;ОбслуговуючаОрганізаціяКод;РайонКод
87781;14Д;819;1;173;1
88926;14Є;819;1;173;1
88925;14Ж;819;1;173;1
87569;15А;819;1;174;1
86697;15Б;819;1;174;1
86412;16;819;1;173;1
240231;16-Ж;819;1;145;1
240160;16-К;819;1;145;1
240161;16-Л;819;1;145;1
86436;16А;819;1;173;1
86430;16Б;819;1;173;1
86434;16В;819;1;173;1
86526;16Є;819;1;173;1
240162;18-Д;819;1;145;1
87789;18А;819;1;173;1
88929;18Б;819;1;173;1
88928;18Г;819;1;173;1
89103;21;819;1;176;1
240167;21-А;819;1;105;1
88281;22;819;1;173;1
240163;22-Г;819;1;145;1
87526;22А;819;1;173;1
240168;23-Г;819;1;105;1
86282;23А;819;1;176;1
87919;23Б;819;1;176;1
86365;25;819;1;176;1
87634;27;819;1;176;1
240169;27-В;819;1;105;1
86700;27А;819;1;176;1
86331;27В;819;1;176;1
88105;28;819;1;178;1
240173;28-В;819;1;106;1
240174;28-Д;819;1;106;1
240175;28-К;819;1;106;1
88151;28А;819;1;178;1
86413;30;819;1;178;1
90911;31;819;1;176;1
86770;33;819;1;176;1
240170;33-Б;819;1;105;1
87997;33А;819;1;176;1
86418;34;819;1;178;1
240177;34-Е;819;1;106;1
240176;34/1;819;1;106;1
88146;34/1;819;1;178;1
86815;34А;819;1;178;1
86860;34Г;819;1;178;1
86440;36А;819;1;178;1
90908;36Д;819;1;178;1
86763;37;819;1;176;1
240171;37-Г;819;1;105;1
88056;37А;819;1;176;1
86742;37В;819;1;176;1
88213;38А;819;1;178;1
86766;39;819;1;176;1
88051;39А;819;1;176;1
88144;40;819;1;178;1
88162;40А;819;1;178;1
86765;43;819;1;176;1
86769;49;819;1;177;1
240172;49-А;819;1;76;1
88065;5;819;1;174;1
240165;5-Б;819;1;26;1
88062;7;819;1;174;1
240166;7-Д;819;1;26;1
87916;7Б;819;1;174;1
87915;7В;819;1;174;1
87533;7Г;819;1;174;1
87530;9;819;1;174;1
87801;9А;819;1;174;1
290421;10;285;117;150;6
77846;10;285;117;225;6
290423;12А;285;117;150;6
78836;12а;285;117;225;6
78832;12б;285;117;225;6
77470;17;285;117;225;6
290015;21;285;6;6;6
290422;23;285;117;150;6
78810;23;285;117;225;6
290418;5;285;117;150;6
82670;5;285;117;225;6
290419;8;285;117;150;6
77738;8;285;117;225;6
290420;9;285;117;150;6
77466;9а;285;117;225;6
75143;17;461;117;211;6
290424;28;461;117;149;6
74033;28;461;117;224;6
75643;28-Б;461;117;224;6
290425;28Б;461;117;149;6
87023;10;748;1;177;1
240178;10-Б;748;1;76;1
85925;12;748;1;177;1
51249;12-А;748;106;141;8
290958;12-А;748;106;141;
86203;14;748;1;177;1
87665;16;748;1;177;1
240179;16-А;748;1;76;1
86088;18;748;1;177;1
86237;20;748;1;177;1
240180;20-Б;748;1;76;1
86279;22;748;1;177;1
87977;24;748;1;177;1
86682;26;748;1;177;1
86361;28;748;1;177;1
240181;28-А;748;1;76;1
240182;30-А;748;1;76;1
240183;30-Б;748;1;76;1
86372;30/51;748;1;177;1
86940;4;748;1;177;1
87027;6;748;1;177;1
240184;6-А;748;1;76;1
52637;7;748;106;141;8
85474;8;748;1;177;1
240185;8-В;748;1;76;1
52521;9;748;106;141;8
35513;5;753;7;194;7
28782;5а;753;7;194;7
30049;5б;753;7;194;7
77717;38;428;117;224;6
77910;40;428;117;224;6
77715;44;428;117;224;6
290426;12/14;899;117;150;6
70257;12/14;451;117;212;6
118009;16;451;117;212;6
68683;9А;451;116;27;6
52641;10/12;485;106;141;8
55673;11;485;106;141;8
52462;14;485;106;141;8
290961;14;485;106;141;
51344;2;485;106;141;8
51470;3;485;106;141;8
51569;3-А;485;106;141;8
51364;4;485;106;141;8
290959;4;485;106;141;
51345;5;485;106;141;8
290960;5;485;106;141;
52720;6;485;106;141;8
66327;16;669;104;214;4
64970;34;669;104;214;4
65378;34а;669;104;214;4
130107;8;669;104;214;4
21437;11;511;10;62;9
21436;13;511;10;62;9
210047;21;511;10;1;9
21438;7;511;10;62;9
12319;8;511;10;62;9
12310;9;511;10;62;9
124505;2/1;758;103;111;3
71716;10;694;117;223;6
290432;11;694;117;155;6
72940;11;694;117;223;6
290438;11А;694;117;155;6
72927;11а;694;117;223;6
72251;12;694;117;223;6
290433;13;694;117;155;6
71640;13;694;117;223;6
290434;14;694;117;155;6
72994;14;694;117;223;6
290439;14А;694;117;155;6
72999;14а;694;117;223;6
290440;14Б;694;117;155;6
71678;14б;694;117;223;6
290435;15;694;117;155;6
72178;15;694;117;223;6
72132;15а;694;117;223;6
290436;17;694;117;155;6
80899;17;694;117;223;6
71528;17а;694;117;223;6
290441;19/28;694;117;155;6
71565;19/28;694;117;223;6
290437;2/33;694;117;155;6
71780;2/33;694;117;223;6
71567;21/19;694;117;223;6
72816;23;694;117;223;6
72123;25;694;117;223;6
71478;27/22;694;117;223;6
290427;3;694;117;155;6
73104;3;694;117;223;6
73110;4;694;117;223;6
290428;5;694;117;155;6
72307;5;694;117;223;6
71741;6;694;117;223;6
290429;7;694;117;155;6
71710;7;694;117;223;6
290442;7А;694;117;155;6
72996;7а;694;117;223;6
290430;8;694;117;155;6
72304;8;694;117;223;6
290431;9;694;117;155;6
73090;9;694;117;223;6
72933;9а;694;117;223;6
100910;4;637;105;137;2
104033;6;637;105;137;2
220000;12;849;11;1;10
220052;22;849;11;1;10
220002;42/20;849;11;1;10
220001;64;849;11;1;10
220066;96;849;11;1;10
124365;10;366;103;108;3
125082;22/2;366;103;108;3
124675;24/1;366;103;108;3
125397;6;366;103;108;3
124843;9;366;103;108;3
290443;15;426;117;151;6
72274;15;426;117;219;6
290444;16;426;117;151;6
72199;16;426;117;219;6
72510;2/7;426;117;219;6
290445;4-6/2;426;117;150;6
70625;4-6/2;426;117;219;6
62966;6;767;104;215;4
50827;10/2;618;106;141;8
52077;12/1;618;106;141;8
140096;18 (гурт.);618;106;141;8
50891;20;618;106;141;8
140097;22/8 (гурт.);618;106;141;8
52067;8/1;618;106;141;8
67239;1;68;104;213;4
61671;19а;68;104;215;4
62212;19б;68;104;215;4
62201;19в;68;104;215;4
63318;21;68;104;215;4
61545;23;68;104;215;4
61529;25;68;104;215;4
61479;27;68;104;215;4
63087;29А;68;104;215;4
62747;3;68;104;213;4
61339;31;68;104;215;4
61241;33;68;104;215;4
62530;3А;68;104;213;4
67330;9;68;104;213;4
52208;1;955;106;139;8
54751;3;955;106;139;8
290870;44-А;955;106;139;
52837;5;955;106;139;8
290869;5;955;106;139;
54737;7;955;106;139;8
291165;9;955;106;164;
54849;14-А;954;106;139;8
52821;15;954;106;139;8
52427;40-А;954;106;139;8
54307;44-А;954;106;139;8
50717;10;484;106;140;8
48734;11;484;106;140;8
50672;12;484;106;140;8
290915;12;484;106;140;
50633;13;484;106;140;8
50919;3/8;484;106;140;8
49259;8/9;484;106;140;8
50679;9;484;106;140;8
49758;4;586;106;140;8
50904;6;586;106;140;8
290446;3;900;117;149;6
290447;11;901;117;150;6
290448;20/54;901;117;150;6
290449;10;902;117;150;6
290450;17;902;117;150;6
77342;10;460;117;225;6
82558;17;460;117;225;6
270110;11;268;105;1;2
102425;11;268;105;125;2
95635;13;268;105;125;2
94543;21;268;105;126;2
102699;23;268;105;126;2
270111;24;268;105;1;2
94430;24;268;105;125;2
115309;13;575;102;119;5
115304;15;575;102;119;5
117137;17;575;102;119;5
115806;19;575;102;119;5
115803;27;575;102;119;5
115290;4;575;102;119;5
115263;6;575;102;119;5
99650;2;565;105;137;2
89594;1;836;1;182;1
83133;11;836;1;182;1
130409;2;836;1;182;1
88210;3;836;1;182;1
82996;4;836;1;182;1
87970;5;836;1;182;1
87969;7;836;1;182;1
83613;9;836;1;182;1
110350;10;106;102;116;5
110336;12;106;102;116;5
109236;17;106;102;116;5
108674;18а,б;106;102;113;5
108871;18Б;0;121;;5
109298;19;106;102;116;5
108861;20;106;102;113;5
109157;25;106;102;113;5
109591;3;106;102;116;5
110373;6;106;102;116;5
61064;25/27;774;104;213;4
79440;4;661;117;222;6
45435;98;747;106;143;8
124011;4;356;103;108;3
124562;5;356;103;108;3
124341;5-а;356;103;108;3
124795;7-а;356;103;108;3
124558;9-а;356;103;108;3
290451;1;311;117;152;6
75669;1;311;117;217;6
98518;101/2;311;105;137;2
99777;103а;311;105;137;2
270118;104;311;105;1;2
99092;104;311;105;137;2
270217;104А ЛІТ.Б;311;105;1;2
99727;104а;311;105;137;2
270119;106/2;311;105;1;2
98987;106/2;311;105;137;2
99351;106а;311;105;137;2
270120;108/1;311;105;1;2
100448;108/1;311;105;137;2
103662;11;311;105;124;2
290008;11;311;18;1;6
270182;111А;311;105;1;2
270033;112;311;105;137;2
100132;114/2;311;105;137;2
99718;116а;311;105;137;2
270121;122;311;105;1;2
97921;122;311;105;137;2
270122;122А;311;105;1;2
97617;122а;311;105;137;2
94273;127;311;105;125;2
270123;128/2;311;105;1;2
97664;128/2;311;105;137;2
102474;13;311;105;124;2
93377;144;311;105;125;2
93705;144а;311;105;125;2
102445;146/2;311;105;125;2
92871;148/1;311;105;125;2
96238;15;311;105;124;2
290457;15;311;117;156;6
75172;15;311;117;220;6
290458;16;311;117;152;6
75826;16;311;117;217;6
73857;17;311;117;220;6
290459;18;311;117;152;6
74022;18;311;117;217;6
73791;19;311;117;220;6
94753;2;311;105;124;2
290452;2;311;117;152;6
75530;2;311;117;217;6
290460;20;311;117;156;6
75061;20;311;117;220;6
290461;22;311;120;156;6
74980;22;311;120;220;6
290466;28/1;311;117;156;6
73083;28/1;311;117;220;6
290462;29;311;117;156;6
73338;29;311;117;220;6
95089;3;311;105;124;2
290453;3;311;117;152;6
75790;3;311;117;217;6
290463;30;311;117;156;6
74387;30;311;117;220;6
280001;35;311;81;1;
55175;39/41;311;106;144;8
291154;39/41;311;106;144;
94715;4;311;105;124;2
48354;43;311;106;144;8
291155;43;311;106;144;
48291;45;311;106;144;8
291156;45;311;106;144;
94869;5;311;105;124;2
290454;5;311;117;152;6
75279;5;311;117;217;6
70631;58;311;117;219;6
82147;60;311;117;219;6
270112;61/2;311;105;1;2
103292;61/2;311;105;138;2
72086;62/1;311;117;219;6
70518;66;311;117;219;6
70811;68-а;311;117;219;6
70821;68/1;311;117;219;6
96700;7;311;105;124;2
290455;7;311;117;152;6
74773;7;311;117;217;6
290464;70;311;117;151;6
70461;70;311;117;219;6
270113;71/2;311;105;1;2
102795;71/2;311;105;138;2
270114;73/1;311;105;1;2
102365;73/1;311;105;138;2
70388;74;311;117;219;6
270115;75/2;311;105;1;2
102248;75/2;311;105;138;2
70376;76;311;117;219;6
100955;77/1;311;105;138;2
101055;77а;311;105;138;2
71818;78;311;117;219;6
102207;79;311;105;138;2
82265;80/57;311;117;219;6
70253;88/2;311;117;212;6
270116;89А;311;105;1;2
100846;89а;311;105;137;2
95535;9;311;105;124;2
290456;9;311;117;152;6
74511;9;311;117;217;6
290465;9/47;311;117;152;6
74694;9/47;311;117;217;6
99346;91;311;105;137;2
100655;93а;311;105;137;2
270117;95;311;105;1;2
98872;95;311;105;137;2
68542;96;311;117;212;6
270002;97;311;105;137;2
118010;98/2;311;117;212;6
98545;99/1;311;105;137;2
30196;10;240;7;186;7
33280;11;240;7;204;7
33279;11а;240;7;204;7
29841;11б;240;7;204;7
28125;11в;240;7;204;7
30162;12/92;240;7;186;7
28704;13;240;7;204;7
28848;14;240;7;186;7
28156;15;240;7;204;7
28691;15а;240;7;204;7
29786;15б;240;7;204;7
230005;15в;240;78;10;7
34383;15в;240;7;204;7
28841;16;240;7;186;7
30152;16а;240;7;186;7
28859;16б;240;7;186;7
30209;16в;240;7;186;7
30231;16г;240;7;186;7
28805;18;240;7;186;7
28510;18а;240;7;186;7
30159;18б;240;7;186;7
28996;2/1;240;7;186;7
28487;20;240;7;186;7
30052;22;240;7;186;7
29774;23;240;7;204;7
33322;23а;240;7;204;7
28776;24;240;7;186;7
30116;24а;240;7;186;7
28499;24б;240;7;186;7
29717;25;240;7;204;7
28408;25а;240;7;204;7
28391;25б;240;7;204;7
28374;25в;240;7;204;7
28769;26;240;7;186;7
28720;3;240;7;204;7
28729;30;240;7;186;7
30021;30а;240;7;186;7
28785;30б;240;7;186;7
28725;32;240;7;186;7
28338;34/2;240;7;186;7
34357;38/1;240;7;187;7
230030;3а;240;7;10;7
30228;4;240;7;186;7
29853;40;240;7;187;7
29851;40а;240;7;187;7
29945;40б;240;7;187;7
28689;42;240;7;187;7
28145;42а;240;7;187;7
28159;42б;240;7;187;7
28133;44;240;7;187;7
28120;46/2;240;7;187;7
33444;48;240;7;187;7
33465;48а;240;7;187;7
34699;48б;240;7;187;7
30000;5;240;7;204;7
28675;50;240;7;187;7
34700;50б;240;7;187;7
34421;54;240;7;187;7
33375;56;240;7;187;7
28337;5а;240;7;204;7
30205;6;240;7;186;7
28347;7;240;7;204;7
30197;8;240;7;186;7
29944;9;240;7;204;7
29931;9а;240;7;204;7
29858;9б;240;7;204;7
28135;9в;240;7;204;7
290468;10;903;117;149;6
290469;12;903;117;149;6
290470;18;903;117;149;6
290473;20А;903;117;149;6
290474;20Б;903;117;149;6
290472;3/25;903;117;149;6
290467;6;903;117;149;6
290471;7/9;903;117;149;6
240186;3-Б;863;1;45;1
240187;4-А;863;1;45;1
240188;7-В;863;1;45;1
98637;11;537;105;137;2
270124;5/9;537;105;1;2
103710;5/9;537;105;137;2
98593;7;537;105;137;2
49813;10;968;106;139;8
50973;12;968;106;139;8
290871;12;968;106;139;
52125;2;968;106;139;8
50011;4;968;106;139;8
50910;4-А;968;106;139;8
49839;6;968;106;139;8
51274;8;968;106;139;8
63902;11;402;104;221;4
63905;12;402;104;221;4
65111;13/8;402;104;221;4
65099;14;402;104;221;4
65108;15;402;104;221;4
64137;26;402;104;221;4
65022;38;402;104;221;4
63818;40-а;402;104;221;4
64870;42-а/31;402;104;221;4
64871;42/33;402;13;60;4
64635;47-а;402;104;221;4
63653;48-а;402;104;221;4
64686;48/1-а;402;104;221;4
140074;50-Б;402;13;60;4
63372;51;402;104;221;4
64621;56;402;104;221;4
63582;56-а;402;104;221;4
63542;58;402;104;221;4
65216;6;402;104;221;4
290478;1/7;904;117;149;6
290477;16;904;117;149;6
290479;35/43;904;117;149;6
290475;8;904;117;149;6
290476;9;904;117;149;6
75948;1/7;412;117;224;6
75359;16;412;117;224;6
76558;34;412;117;224;6
75414;35/43;412;117;224;6
76543;4;412;117;224;6
75318;6;412;117;224;6
76538;8;412;117;224;6
75497;9;412;117;224;6
125626;10;314;103;108;3
124929;11;314;103;108;3
100020;13;314;103;108;3
124679;17;314;103;108;3
126844;18;314;103;108;3
125355;19;314;103;108;3
124566;6;314;103;108;3
290009;10-а;464;80;1;6
290482;12;464;117;150;6
77425;12;464;117;225;6
76236;14;464;117;225;6
290483;20;464;117;150;6
81096;20;464;117;225;6
290480;3;464;117;150;6
76142;3;464;117;225;6
290481;4;464;117;150;6
75739;4;464;117;225;6
76143;5;464;117;225;6
290486;1/35;619;117;149;6
129997;1/35;619;117;216;6
290487;10-в;619;117;154;6
290488;10-Г;619;117;154;6
79352;10в;619;117;216;6
78087;10г;619;117;216;6
290484;2;619;117;154;6
79416;2;619;117;216;6
78394;3;619;117;216;6
290485;5;619;117;154;6
79603;5;619;117;216;6
78150;5а;619;117;216;6
78044;8;619;117;216;6
51757;19 корп.1;328;106;141;8
52130;4;328;106;141;8
55677;6;328;106;141;8
51758;8;328;106;141;8
88300;10;824;1;180;1
240192;10-А;824;1;102;1
86918;12;824;1;180;1
88295;14;824;1;180;1
240193;14-А;824;1;102;1
240195;2-Е;824;1;102;1
88993;2/58;824;1;180;1
240190;22;824;1;102;1
87180;28;824;1;180;1
240194;28-А;824;1;102;1
140044;2А;824;1;180;1
88223;2Б;824;1;180;1
86831;2В;824;1;180;1
88219;2Г;824;1;180;1
87084;30;824;1;180;1
87088;32;824;1;180;1
240196;32-А;824;1;102;1
88324;36;824;1;180;1
240191;46;824;1;102;1
87096;48;824;1;180;1
240197;48-Б;824;1;102;1
240198;48-В;824;1;102;1
87160;48А;824;1;180;1
88352;50;824;1;180;1
87249;52;824;1;180;1
87274;54;824;1;180;1
240199;54-Д;824;1;102;1
87255;54В;824;1;180;1
87162;54Г;824;1;180;1
240189;6;824;1;102;1
89477;6;824;1;180;1
240233;6В;824;79;1;1
127478;12;343;103;110;3
126317;12А;343;103;110;3
127750;14;343;103;110;3
126721;16;343;103;110;3
126795;18;343;103;110;3
126552;19;343;103;110;3
127973;20;343;103;110;3
126583;21;343;103;110;3
128758;3;343;103;110;3
250010;4А;343;113;1;3
250007;4Б;343;22;1;3
127216;6;343;103;110;3
126003;6А;343;103;110;3
126224;7;343;103;110;3
75579;12;554;117;224;6
76416;3;554;117;224;6
45756;2-А;699;106;143;8
270027;1;551;2;159;2
270216;1А ЛІТ.Б;551;105;1;2
92668;2;551;105;126;2
270003;3;551;105;126;2
92337;5/21;551;105;126;2
92674;6;551;105;126;2
69155;10;967;117;212;6
71235;11;967;117;212;6
70767;12;967;117;212;6
69235;14;967;117;212;6
70867;16;967;117;212;6
70982;18/59;967;117;212;6
69508;2/50;967;117;212;6
71039;20/54;967;117;212;6
69901;24;967;117;212;6
69922;26/41;967;117;212;6
69737;3/56;967;117;212;6
71079;5;967;117;212;6
69921;7/43;967;117;212;6
69554;8;967;117;212;6
49910;10;700;106;139;8
51582;14;700;106;139;8
50237;16;700;106;139;8
50028;2;700;106;139;8
49628;3;700;106;139;8
290872;3;700;106;139;
49673;4;700;106;139;8
49925;6;700;106;139;8
50118;7;700;106;139;8
290873;7;700;106;139;
29020;4а;249;7;194;7
130043;4б;249;7;194;7
116427;34;166;102;120;5
49956;1;121;106;139;8
290877;1;121;106;139;
51688;10;121;106;139;8
50486;11/15;121;106;139;8
51537;12;121;106;139;8
53248;14/17;121;106;139;8
53117;15;121;106;139;8
55684;16;121;106;139;8
51359;17;121;106;139;8
52941;18/2;121;128;139;8
55429;19;121;106;139;8
56996;20/1;121;106;139;8
51786;21/2;121;106;139;8
55686;23;121;106;139;8
51244;25;121;106;139;8
52415;3;121;106;139;8
50615;33/2;121;106;141;8
290968;33/2;121;106;141;
56662;34;121;106;139;8
50843;36;121;106;139;8
290880;36;121;106;139;
50566;37-А;121;106;141;8
57062;38;121;106;139;8
291169;40;121;106;164;
291170;40-А;121;106;164;
291171;41;121;106;164;
280020;42;121;106;140;
52026;42;121;106;139;8
49663;43;121;106;140;8
290927;43;121;106;140;
49920;45;121;106;140;8
290928;45;121;106;140;
50544;46;121;106;139;8
290882;46;121;106;139;
49806;47;121;106;140;8
51332;48/2;121;106;139;8
52188;5;121;106;139;8
290878;5;121;106;139;
57448;50/2;121;106;140;8
50983;51;121;106;140;8
50231;52;121;106;140;8
290926;52;121;106;140;
49525;55;121;106;140;8
290929;55;121;106;140;
51162;58;121;106;140;8
57441;62;121;106;140;8
53418;7;121;106;139;8
290879;7;121;106;139;
48140;74;121;106;140;8
290930;74;121;106;140;
56377;78;121;106;140;8
290931;78;121;106;140;
52108;8;121;106;139;8
49320;84;121;106;140;8
72524;10;555;117;223;6
71268;10а;555;117;223;6
71208;11;555;117;223;6
72518;11-а;555;117;223;6
290489;2;555;117;155;6
71427;2;555;117;223;6
290490;4;555;117;155;6
72612;4;555;117;223;6
71323;7;555;117;223;6
72539;7-а;555;117;223;6
290491;9А;555;117;155;6
71258;9а;555;117;223;6
30421;1;528;7;202;7
35347;11;528;7;202;7
33761;13;528;7;202;7
33674;15;528;7;202;7
33859;2;528;7;202;7
30367;5;528;7;202;7
33858;6;528;7;202;7
33687;7;528;7;202;7
30518;8;528;7;202;7
31706;8а;528;7;202;7
35345;9;528;7;202;7
67289;9Б;605;104;214;4
290492;1/33;905;117;156;6
16252;1;130;10;210;9
17100;10;130;10;210;9
16920;12;130;10;210;9
210048;14;130;10;1;9
16551;14;130;10;210;9
15857;15А;130;10;210;9
15907;16;130;10;210;9
210049;18;130;10;1;9
17811;18;130;10;210;9
15837;20;130;10;210;9
210050;22;130;10;1;9
16185;22;130;10;210;9
17542;24;130;10;210;9
16068;26;130;10;210;9
15044;28;130;10;210;9
210097;28Б;130;10;1;9
14727;28Б;130;10;210;9
16253;3;130;10;210;9
16735;4;130;10;210;9
17206;4А;130;10;210;9
16716;6;130;10;210;9
16712;8;130;10;210;9
16641;1;602;10;210;9
15774;15;602;10;210;9
16908;3;602;10;210;9
17846;5;602;10;210;9
16301;7;602;10;210;9
210051;7/1;602;10;1;9
15847;7/1;602;10;210;9
280002;25/29;854;36;1;
129998;1/33;682;117;220;6
140107;55;403;104;218;4
140113;57а;403;104;218;4
140114;57б;403;104;218;4
140115;57в;403;104;218;4
140108;59;403;104;218;4
140116;59а (гурт.);403;104;218;4
140109;61;403;104;218;4
140117;61а (гурт.);403;104;218;4
140110;72;403;104;218;4
140111;74;403;104;218;4
140118;74-76а;403;104;218;4
140112;78;403;104;218;4
140119;1;745;104;218;4
290495;12/42;304;117;149;6
76367;12/42;304;117;224;6
290493;14;304;117;149;6
74706;14;304;117;224;6
290494;16;304;117;149;6
74920;16;304;117;224;6
74888;16-А;304;117;224;6
74636;16-Б;304;117;224;6
76396;25/27;304;117;224;6
290496;7/13;304;117;149;6
129999;7/13;304;117;224;6
75243;12;660;117;217;6
290497;3;660;117;150;6
75426;3;660;117;225;6
290498;4;660;117;150;6
75947;4;660;117;225;6
290499;5;660;117;150;6
75427;5;660;117;225;6
82572;11;975;1;181;1
240200;11-А;975;1;34;1
82248;12;975;1;181;1
104865;13;975;1;181;1
89664;15;975;1;181;1
89665;17;975;1;181;1
82573;3А к.2;975;1;181;1
89663;9;975;1;181;1
240201;9-А;975;1;34;1
130410;11;839;1;167;1
82890;13;839;1;167;1
82206;5;839;1;167;1
82519;5А;839;1;167;1
83029;6;839;1;182;1
83309;6Б;839;1;182;1
90021;6В;839;1;182;1
82586;7;839;1;167;1
240202;7-Г;839;1;92;1
84051;7Б;839;1;167;1
240005;8 А;839;1;45;1
83058;8Г;839;1;182;1
84706;8Д;839;1;182;1
91193;8Є;839;1;182;1
48970;12;656;106;144;8
49130;5;656;106;144;8
291153;5;656;106;144;
50432;8;656;106;144;8
240013;1;16;1;34;1
84093;10;16;1;181;1
89795;10А;16;1;181;1
82898;11;16;1;181;1
84158;12;16;1;181;1
240203;12-А;16;1;34;1
119579;3/5;16;13;60;1
82569;3/5;16;1;181;1
89798;4/2;16;1;181;1
84097;5;16;1;181;1
84042;5;16;1;181;1
240204;5-А;16;1;34;1
240205;5-Б;16;1;34;1
82249;6;16;1;181;1
89796;8;16;1;181;1
84050;8А;16;1;181;1
88625;9;16;1;181;1
29555;16;581;7;202;7
33677;18;581;7;202;7
33678;18а;581;7;202;7
31191;22/14;581;7;202;7
31366;26/9;581;7;202;7
35285;28;581;7;202;7
31557;32;581;7;202;7
30835;38/16;581;7;185;7
30951;40;581;7;185;7
30985;44;581;7;185;7
33671;44а;581;7;185;7
31945;46/2;581;7;185;7
60134;11;75;104;215;4
59514;11а;75;104;215;4
61210;11б;75;104;215;4
61457;12;75;104;215;4
60161;14;75;104;215;4
61570;14а;75;104;215;4
61770;14б;75;104;215;4
60144;15;75;104;215;4
61388;15а;75;104;215;4
60166;16;75;104;215;4
61383;17а;75;104;215;4
59527;17б;75;104;215;4
61471;18;75;104;215;4
59581;3;75;104;215;4
69284;3а;75;104;215;4
68275;5;75;104;215;4
69531;7а;75;104;215;4
68357;7б;75;104;215;4
69532;9;75;104;215;4
68269;9а;75;104;215;4
68358;9в;75;104;215;4
69280;9г;75;104;215;4
140101;2/103;776;106;143;8
280021;3 літер Х;776;79;1;
270125;1/5;277;105;1;2
99738;1/5;277;105;122;2
103218;10;277;105;122;2
99847;10а;277;105;122;2
100178;1а;277;105;122;2
101185;1б;277;105;122;2
99903;1в;277;105;122;2
100391;1г;277;105;122;2
101329;1д;277;105;122;2
99623;4;277;105;122;2
99763;6;277;105;122;2
270218;6 ЛІТ.Б;277;105;1;2
104604;8;277;105;122;2
270219;8 ЛІТ.Б;277;105;1;2
44281;14;17;106;143;8
44164;16;17;106;143;8
45297;18;17;106;143;8
44299;20;17;106;143;8
44233;22;17;106;143;8
45301;24;17;106;143;8
107810;12;172;102;199;5
107765;14;172;102;199;5
109127;3А;172;102;199;5
107817;8;172;102;199;5
72214;11;683;117;219;6
66376;13/9;604;104;214;4
66304;16;604;104;214;4
66566;18;604;104;214;4
66407;19;604;104;214;4
65974;23;604;104;214;4
65842;35;604;104;214;4
66120;40;604;104;214;4
67154;44;604;104;214;4
65812;45;604;104;214;4
67066;50/49;604;104;214;4
66002;52;604;104;214;4
65717;53/55;604;104;214;4
65702;57/59;604;104;214;4
65767;62;604;104;214;4
66972;64;604;104;214;4
62682;17;93;104;213;4
62811;17А;93;104;213;4
63455;3;93;104;213;4
61628;31;93;104;213;4
60780;35;93;104;213;4
60723;35А;93;104;213;4
61093;37Б;93;104;213;4
62741;6;93;104;213;4
62923;62А;93;104;215;4
60865;64;93;104;215;4
